country,year,A005,A104,E040,A030,A165,G007_18_B,G007_33_B,G007_34_B,G007_35_B,G007_36_B,D078,D059,C001,E233,F199,A124_02,A124_06,A105,E124,E069_40,C002,A040,A098,E069_01,F028,F028B,F034,F050,F063,F203,F202,E220
HUN,2009,3.9574697846420053,0.21831271856858006,2.256590311883213,2.064209202873584,1.4515920695456679,3.492205375623046,3.5226487682067495,1.968476403522105,2.9984585389112444,2.7754227750450347,3.102802557963428,2.8968554863964804,3.779240589303231,4.531224822399729,4.866770691624153,4.220642933041636,3.812295822308586,0.06073994720145043,2.2854737403440475,2.52489653316068,0.7411899571468823,0.8038833874451666,0.4675651438498346,2.3738254110108445,1.3665224620198284,,3.5745361948163876,,2.45663675789396,,,2.644475068211075
IDN,2006,4.722911497105045,1.0682382133995036,1.393989523021781,2.970223325062035,2.129032258064516,3.1447477253928864,3.4143920595533497,1.6592224979321752,2.210090984284533,1.9884201819685687,2.6013234077750202,2.095119933829611,2.0260545905707197,4.0404466501240694,4.804521643231321,3.4590570719602978,3.2828784119106698,1.2667493796526055,3.1348221670802316,3.167907361455749,0.45037220843672454,4.5310173697270475,2.6240694789081886,4.382133995037221,3.791563275434243,,4.600496277915632,,4.760408050730631,,,2.3245106148331955
IDN,2018,4.860605846435603,1.0720193879527058,1.6490278935625882,2.0287726840557094,0.23186592590107544,2.796938405759137,2.5190800028068914,0.9933075850330597,1.8443216873042512,1.4294285474793447,2.0184831224880497,1.7754750850102556,1.0867031670149712,3.76379105780278,4.635453065744745,4.545677559235324,4.171401105258636,1.570459029186127,3.336422473470321,3.776913182317202,0.68281505725491,3.758464257121182,2.9030466870948706,4.722451437155213,3.8180462332006693,4.72208993633292,4.795580735328045,4.852000684365007,4.8446845832456065,3.892597740838017,3.67143561036317,1.7559974302894168
IND,2006,4.365317341329336,1.8053473263368316,1.349602976289633,4.062968515742129,1.1569215392303849,3.686490088289189,3.40496418457438,1.7133100116608362,2.283025154089622,1.8532400466433447,1.9915042478760618,2.0614692653673163,1.7291354322838581,4.111194402798601,3.827253040146594,2.8235882058970514,3.2508745627186406,1.6941529235382309,3.6731634182908546,2.724471097784441,0.7758620689655172,2.063968015992004,2.2513743128435784,3.8847243045144095,3.3186977939601623,,4.391554222888556,,3.625131878505192,,,3.2125603864734305
IND,2012,4.543894065718489,0.549901912702305,1.2729551523077762,4.7314860225600786,0.896272682687592,3.6496648683995425,3.4212032041850584,1.7018146150073565,2.5249305214974664,1.7435017165277096,2.0855811672388427,2.101929050188001,1.6907797940166749,4.056032368808239,4.56323906054166,3.719960765080922,2.644678764100049,0.5327366356056891,3.0595062939349353,3.211950302435835,0.801863658656204,4.153997057381069,1.1715301618440412,4.59048553212359,3.382085055699572,3.622398935052196,4.767042667974497,4.857773418342324,4.120483897335295,2.678191924145823,3.0864803008010466,2.8601983543131166
IND,2023,4.473396514911395,1.2851460354006419,1.9755841473032505,3.7103308246795894,0.8570050214410586,3.3767712937425043,3.3704136024442484,1.8514464499476604,2.5852048441298634,1.934921249696068,2.5465942991623876,2.3509878212884217,1.7978975293064223,4.024753073780536,4.43684037045603,3.70072842189086,2.6272623799480903,1.0581740659819148,3.5644733397251143,3.3064029749088424,1.073856485217642,1.33983240387172,1.9196839545880222,4.299681161652551,3.4748222301150626,3.5690961486084385,4.446394410523226,4.748393762655594,3.8685256307527887,2.52338547946975,2.7375697987561676,2.7732687695566476
IRN,2007,4.483189601299838,0.3618297712785902,1.1048618922634672,3.4420697412823396,0.526809148856393,,,,,,1.767279090113736,1.7066616672915884,1.1801649793775777,3.7885264341957257,4.562554680664917,3.438320209973753,2.0528683914510686,0.8783277090363705,2.1378577677790274,2.857142857142857,0.41057367829021374,3.5714285714285716,1.4745031871016123,3.603299587551556,2.7974181798703737,,4.589426321709786,,4.681914760654918,,,
IRN,2020,4.5408049810985105,0.43195463642428283,1.6014379957008376,2.2615076717811875,0.7438292194796531,3.1443184345118964,3.392261507671781,1.6422059150544808,2.6384256170780516,1.6833444518567935,2.4772070269068265,2.300422503891483,1.2641761174116077,3.845563709139426,4.723890000741235,3.619079386257505,2.9086057371581053,1.0690460306871248,2.76851234156104,3.404491883477874,0.4136090727151434,2.725150100066711,1.6210807204803201,3.418945963975984,2.8938339845611356,4.172305346421424,4.571380920613742,4.9666444296197465,4.631976873471204,3.1754503002001333,3.0142317100289087,2.7047661403898897
IRQ,2006,4.619276811057634,,,3.171047760088856,2.027027027027027,,,,,,,0.7293594964827842,0.8163643095149945,3.166419844502036,,,,,1.7561397013451807,,,4.496482784154017,,3.7893372824879674,2.053736711270958,,3.795816364309515,,4.9107326504586775,,,
IRQ,2013,4.244444444444445,0.13125,1.2333333333333334,2.8875,1.6083333333333334,3.7666666666666666,3.418055555555555,1.45,1.8652777777777776,1.5291666666666666,1.825,1.3138888888888887,1.2979166666666666,3.2983333333333333,3.994444444444445,3.6166666666666667,3.05,0.31666666666666665,2.033333333333333,2.898611111111111,,3.75,0.425,3.5527777777777776,2.732142857142857,4.248214285714286,4.58125,4.975,4.887962962962963,3.7958333333333334,4.066666666666666,1.6694444444444445
IRQ,2018,4.5625,0.44166666666666665,3.2291666666666665,2.2916666666666665,0.5666666666666667,3.529166666666667,3.5777777777777775,1.5444444444444443,2.1708333333333334,1.611111111111111,1.797222222222222,1.4944444444444442,0.8520833333333333,3.65375,4.1023148148148145,3.408333333333333,3.075,1.0479166666666666,1.6027777777777779,2.372222222222222,0.29583333333333334,3.1166666666666667,0.7145833333333333,2.8555555555555556,2.4797619047619044,4.372023809523809,4.302083333333333,,,3.8263888888888884,4.144444444444444,2.4157407407407407
ITA,2005,4.291831357048749,0.5854743083003953,2.404479578392622,1.966403162055336,1.4575098814229248,2.887022397891963,2.8656126482213438,1.5596179183135703,2.0899209486166006,2.2068511198945977,3.3975625823451914,3.260869565217391,3.4263833992094863,,4.89679402722881,4.446640316205533,4.303359683794467,0.758399209486166,2.6119894598155464,3.115942028985507,1.3932806324110671,1.7193675889328064,0.7880434782608695,3.239459815546772,3.0145398080180685,,4.634387351778656,,3.8005050505050506,,,2.847496706192359
JOR,2007,4.146211796411537,0.12059874184569384,1.5933682585529427,2.1290996264142423,1.5425055878430263,3.726629977646627,3.2818950735944674,1.581358772297301,1.747236864049859,1.6580997145820415,1.5540764753808312,1.198585031933469,0.4894733378551789,3.794222539094151,4.737148249928295,2.42431239824935,1.6862667561582438,0.14916439879667034,3.2561143075989256,3.2060099704068703,0.05815030164990673,4.2020763016719,0.13986322570005158,4.4157823286737,,,4.801768916347102,,4.952594507446144,,,2.147129831264555
JOR,2014,4.180555555555555,0.22916666666666666,1.5814814814814815,1.975,0.6625,3.555555555555555,3.566666666666667,1.5027777777777775,1.9930555555555554,1.9263888888888885,1.534722222222222,1.0763888888888888,0.8125,3.308333333333333,4.668055555555555,3.6416666666666666,3.1375,0.32708333333333334,3.1013888888888888,2.365277777777778,0.2520833333333333,3.9875,0.3875,3.525,3.280952380952381,4.74345238095238,4.516666666666667,5.0,4.865277777777778,4.534722222222221,4.731944444444444,2.606481481481482
JOR,2018,4.353006372956498,0.33042394014962595,1.303223422924171,1.8204488778054864,0.7980049875311721,3.3139373787752837,3.423385979495705,1.7179274037129397,2.369077306733167,2.1612635078969245,2.0947630922693268,1.4588528678304238,0.7668329177057357,3.661679135494597,4.671192389396879,3.782211138819618,3.6201163757273482,0.34497090606816294,3.1338320864505405,2.5242449431975613,0.2597672485453034,3.86118038237739,0.31379883624272653,3.246051537822111,2.994299964374777,4.3836836480228,4.482543640897756,4.983374896093101,4.728918444629167,4.631476863397062,4.763092269326683,2.3579939041285676
JPN,2005,3.9385644768856443,0.4676094890510949,2.2465531224655315,1.6195255474452555,1.9616788321167884,,,,,,2.8740875912408756,2.652068126520681,2.2673357664233578,4.136861313868613,4.648722627737226,,,0.17335766423357665,2.548661800486618,1.9708029197080292,1.0789233576642336,0.2782846715328467,0.41058394160583944,1.0097323600973234,2.0183785192909283,,2.7440693430656933,,2.2227291159772915,,,2.3687145174371453
JPN,2010,4.028516850866421,0.3387228817028244,2.0462091235730204,1.7560376586164552,1.9525173966434712,2.670896438804748,3.2507845545094822,1.388320371128394,1.352844862873516,1.6830399781689178,2.8127984718242596,2.685223086369218,2.073270568972575,3.9676627097830535,4.77418474553145,3.8866148178469095,3.1866557511256652,0.1125665165779779,2.717287488061127,1.9238641015145312,0.9230454359394188,0.21899304134261155,0.39602947196070404,1.0704052394596808,2.015379217589615,2.1253143091047306,2.7967662709783054,2.9574293900941466,2.141947514440351,1.7280665848001089,1.2225405921680992,1.9006685768863423
JPN,2019,3.642522788864252,0.24759793052475979,2.1401001888806768,1.252771618625277,1.7738359201773837,2.7309682187730964,3.3013057403301302,1.4449371766444936,1.5496427691549641,1.8600640551860064,3.253264350825326,3.0808080808080813,2.549889135254989,4.295639320029564,4.852590950151926,4.2682926829268295,3.507021433850702,0.11086474501108648,2.97240699679724,2.175412663217541,1.171470805617147,0.22172949002217296,0.3843311160384331,1.0692288741069227,2.015626649772991,2.0705310949213387,2.3743532889874355,2.7420546932742056,1.9721606306972166,1.4104459226410446,1.1480660261148066,1.6465467684979878
KAZ,2011,4.0432743628981385,0.17334799977741597,2.036503070637136,4.2360826892383034,1.9166372389153552,3.2372795707417485,3.3304784152697025,1.4080970219975153,2.2224332859816647,2.508730793582673,2.3010989452378077,1.9338030709138827,2.055030688663216,4.014000251464219,4.250798062175628,4.442271556521333,3.611949311472079,0.16122178629230668,2.752348144837236,2.665598409918756,0.7566224632759967,0.5019575862972806,0.28293902126409987,2.752348144837236,1.7177703701716116,1.878433915717741,3.8759354357891556,4.466208653301689,3.485124651087704,2.016453402262372,1.8100968612803436,2.245777355148375
KAZ,2018,3.881922675026123,0.24490595611285265,1.9775339602925814,3.914576802507837,1.1873040752351096,3.0198537095088818,3.018547544409613,1.4015151515151514,2.101619644723093,2.2975444096133746,2.524817136886102,2.345872518286311,1.863244514106583,3.8691222570532915,4.225879484500174,4.482758620689655,3.9302507836990594,0.2684169278996865,3.4221525600835943,2.9571577847439916,1.216692789968652,0.7562695924764891,0.24490595611285265,3.6494252873563213,2.6511419614867884,2.731191222570533,4.664968652037618,4.721786833855799,3.698624172762104,2.6502089864158824,2.5640020898641587,2.8391675374434
KEN,2021,4.757767245918904,1.2105055292259084,1.4806038265753907,4.063981042654029,0.47393364928909953,2.8488678251711423,3.056872037914692,1.5231700895208002,2.322274881516588,1.8865192206424433,3.0450236966824646,2.6487625065824116,2.839652448657188,3.2815955766192735,3.683517640863613,4.6524486571879935,4.648499210110584,1.4632701421800949,2.598736176935229,3.217482885729331,1.1354660347551342,2.8199052132701423,4.160742496050553,3.925750394944708,4.052696908147145,4.513653802753328,4.78870458135861,4.984202211690364,4.461997542566262,2.4710373880989995,3.5716166403370195,2.749253993329823
KGZ,2011,4.256666666666667,0.485,1.5396296296296295,4.23,1.89,3.493333333333333,3.028888888888888,1.3255555555555554,1.501111111111111,1.7288888888888887,2.256666666666667,2.01,1.9683333333333333,3.707,4.370740740740741,3.5966666666666667,3.466666666666667,0.6866666666666666,3.1611111111111114,2.831111111111111,1.4483333333333333,1.24,0.685,2.477777777777778,2.3976190476190475,3.3514285714285714,4.76,4.826666666666667,4.07,3.3633333333333333,3.308888888888889,2.5944444444444446
KGZ,2020,4.0326426264762505,0.2682492067685463,1.2821680332614271,3.717719586646635,0.6450249337373545,3.4286394411107137,3.1640725565429095,1.46621553589152,1.7793095812873607,2.1495370013499224,1.664395922235468,1.5779408352397895,1.2266435615945792,4.027020946509045,4.5347491892880365,3.715711519991682,3.955667764425271,0.38346086859647827,2.9698671465646638,2.9617000702234155,0.6011336360767203,1.3471135171418376,0.49885185334003085,3.5249730377709905,2.055927285626138,3.3432789007356347,4.371599807832334,4.857705167496719,4.618788510557066,3.7445216212125123,3.4480590173863224,3.156129090385543
KOR,2005,4.188563997093458,0.25343819196381995,1.700699124490283,3.6214074143863577,1.41455084070923,2.9950590593168025,3.283105504258003,1.4872011786971415,2.257703662490677,1.8515978783885005,2.582488536158731,2.3455583314269233,2.2434063933713313,4.048685200841034,4.6413864296247045,3.18725562817077,3.0817850629461137,0.26476236100636097,2.894998638676353,2.9405311954081665,0.5863586693142656,1.073668673569774,1.5236290372770833,2.4943002672138674,2.3216000819984774,,2.532992067518961,,2.537653594259755,,,2.5975288041398645
KOR,2010,4.165434463927909,0.3570321720273146,1.8581963883793369,3.217202843955244,1.3291222620777952,2.9811557569856233,3.258221039878556,1.5223622226251965,2.1377141753612734,1.8825322931642552,2.810481547112529,2.643513077399864,2.2614671138035414,3.8121344455324095,4.679383558301002,3.2926625957323514,2.792409086573713,0.33037012495494605,2.85547779290987,2.8189448204556364,0.8816903929131377,1.2476705396570995,1.675969749010958,2.490573029465187,2.226019801533183,2.2761573433978746,2.56744052703105,2.5228979159415665,2.4215218436888457,1.4991789539148888,1.7398427657383124,2.6088623118304715
KOR,2018,3.7630522088353415,0.15461847389558234,2.524765729585007,3.0441767068273093,1.6465863453815262,3.1713520749665327,3.202141900937081,1.6037483266398929,1.862115127175368,1.6238286479250335,2.5435073627844713,2.3748326639892903,1.6706827309236947,3.730120481927711,4.436412315930388,4.240963855421687,3.8995983935742973,0.1606425702811245,3.176706827309236,2.721552878179384,0.6666666666666666,0.4979919678714859,0.9457831325301205,2.5876840696117798,1.393574297188755,1.3253012048192772,1.5321285140562249,2.032128514056225,2.242302543507363,1.5354752342704148,1.6693440428380184,2.7260151717983043
KWT,2014,4.5037093885904325,0.8019953952417498,1.5946107273812569,2.5671527244819647,1.488871834228703,3.4062420056280382,3.683806600153492,1.7932975185469424,2.173190074187772,2.335635712458429,1.841903300076746,1.252238424149399,1.3986953184957789,3.3434382194934766,4.190756374179244,3.5955487336914813,3.138910207214121,1.1051419800460476,3.6352008186236886,3.158096699923254,1.3833461243284728,3.6876438986953186,1.108979278587874,3.7669480685597336,,,4.182655410590944,,,4.015093374264518,4.2389357892044,2.613200306983883
LBN,2013,4.075,0.5645833333333333,1.865740740740741,1.9916666666666667,0.5541666666666667,2.8652777777777776,3.1416666666666666,1.6958333333333333,2.3777777777777773,2.1652777777777774,2.648611111111111,2.1791666666666667,2.377083333333333,3.4775,4.037037037037038,3.183333333333333,2.9791666666666665,0.7333333333333333,1.8861111111111108,2.216666666666667,,1.6791666666666667,0.8083333333333333,2.2944444444444443,3.2029761904761904,3.780357142857142,4.060416666666667,4.9375,4.063888888888889,2.5416666666666665,2.8402777777777777,2.6375
LBN,2018,4.368055555555556,0.16041666666666668,2.220833333333333,2.220833333333333,0.49583333333333335,2.8388888888888886,2.751388888888888,1.4805555555555554,2.158333333333333,1.844444444444444,2.984722222222222,2.661111111111111,1.5416666666666667,3.6304166666666666,4.418055555555555,3.2041666666666666,2.9916666666666667,0.23541666666666666,2.156944444444444,1.8347222222222221,0.29375,1.7666666666666666,0.3625,2.4374999999999996,2.8625,3.9726190476190473,3.8895833333333334,4.979166666666667,4.560185185185185,2.638888888888889,3.3291666666666666,2.7365740740740745
LBY,2014,4.47956473486626,0.43146043993430316,1.1364184256217738,2.0685665274519005,0.5387501994368841,3.6920437243860467,3.576057562177381,1.3331389183481932,1.2072585538870637,1.3919658462380728,1.512531573596121,1.2017959072422963,1.1797444826372596,3.234953413186298,4.4068080603785384,2.2428623205068043,2.0491599648052556,0.7806179845143125,1.9265329735648367,3.0575517354919444,0.5387398639136556,3.956081494603472,0.3161092996245894,2.760957592679493,2.917083945163237,4.737984828383723,4.344654318395119,4.987471776161427,4.847349913186298,4.674185578758017,4.542942467542624,1.9069828956149957
LBY,2022,4.722686733556299,1.2938963210702341,2.3615756224451876,2.2951505016722407,0.46404682274247494,3.5103121516164992,3.6008918617614265,1.5147714604236342,1.4938684503901893,1.6792084726867333,2.05406911928651,1.4590301003344481,1.0827759197324414,3.2888795986622075,4.6005202526941655,4.577759197324415,3.8377926421404682,1.362876254180602,1.8952062430323295,2.405239687848383,0.3302675585284281,3.532608695652174,2.2596153846153846,4.024526198439242,2.8225035833731487,4.885332059245103,4.387541806020067,4.995819397993311,4.934968413229282,4.711538461538462,4.751950947603121,2.6179858788554444
MAC,2019,3.450635386119257,0.30791788856304986,2.2081025306831763,3.289345063538612,2.2140762463343107,3.119908765070056,3.3756924079504724,2.054415118931248,2.274356467904855,2.2254806125773867,2.9178885630498534,2.8347996089931575,2.998533724340176,4.03958944281525,4.31899641577061,2.7565982404692084,2.702834799608993,0.32746823069403713,3.2926034538937765,3.040078201368524,1.099706744868035,0.39100684261974583,0.593841642228739,2.5806451612903225,0.9921798631476051,1.2030442675603967,1.3758553274682308,2.072336265884653,1.7139133268165525,1.7008797653958945,1.5526230042359077,2.431302270011948
MAR,2007,4.695833333333334,0.21458333333333332,1.8171296296296298,2.55,0.6625,3.8041666666666667,3.5166666666666666,1.4819444444444443,1.5277777777777777,1.5055555555555555,2.1652777777777774,2.133333333333333,2.064583333333333,3.8054166666666664,4.289351851851852,3.841666666666667,3.779166666666667,0.175,2.809722222222222,3.323611111111111,0.53125,3.408333333333333,0.15208333333333332,4.269444444444444,4.754166666666666,,4.79375,,4.775462962962962,,,1.9462962962962964
